County,PSN,Delegates to County Convention,SDE,Long Name,Unplaced County,Unplaced Precinct
Dickinson,PCT 04,2,0.25,Precinct No. 04,Dickinson,
Dickinson,PCT 05,7,0.875,Precinct No. 05,Dickinson,
Dickinson,PCT 06,2,0.25,Precinct No. 06,Dickinson,
Dickinson,PCT 07,1,0.125,Precinct No. 07,Dickinson,
Dickinson,PCT 08,14,1.75,Precinct No. 08,Dickinson,
Dickinson,PCT 09,1,0.125,Precinct No. 09,Dickinson,
Dickinson,PCT 10,4,0.5,Precinct No. 10-City-Wahpeton-W Okoboji,Dickinson,
Dickinson,PCT 11,6,0.75,Precinct No. 11,Dickinson,
Dickinson,PCT 12,4,0.5,Precinct No. 12,Dickinson,
Dickinson,PCT 13,6,0.75,Precinct No. 13,Dickinson,
Dickinson,PCT 14,4,0.5,Precinct No. 14,Dickinson,
Dickinson,PCT 15,13,1.625,Precinct No. 15,Dickinson,
Dubuque,1,10,2.666666667,Dubuque_01,Dubuque,
Dubuque,2,12,3.2,Dubuque_02,Dubuque,
Dubuque,3,7,1.866666667,Dubuque_03,Dubuque,
Dubuque,4,12,3.2,Dubuque_04,Dubuque,
Dubuque,5,11,2.933333333,Dubuque_05,Dubuque,
Dubuque,6,9,2.4,Dubuque_06,Dubuque,
Dubuque,7,12,3.2,Dubuque_07,Dubuque,
Dubuque,8,7,1.866666667,Dubuque_08,Dubuque,
Dubuque,10,11,2.933333333,Dubuque_10,Dubuque,
Dubuque,11,8,2.133333333,Dubuque_11,Dubuque,
Dubuque,12,10,2.666666667,Dubuque_12,Dubuque,
Dubuque,13,7,1.866666667,Dubuque_13,Dubuque,
Dubuque,14,6,1.6,Dubuque_14,Dubuque,
Dubuque,15,8,2.133333333,Dubuque_15,Dubuque,
Dubuque,16,5,1.333333333,Dubuque_16,Dubuque,
Dubuque,17,5,1.333333333,Dubuque_17,Dubuque,
Dubuque,18,7,1.866666667,Dubuque_18,Dubuque,
Dubuque,19,10,2.666666667,Dubuque_19,Dubuque,
Dubuque,20,11,2.933333333,Dubuque_20,Dubuque,
Dubuque,31,11,2.933333333,Dubuque_31,Dubuque,
Dubuque,32,10,2.666666667,Dubuque_32,Dubuque,
Dubuque,33,7,1.866666667,Dubuque_33,Dubuque,
Dubuque,34,10,2.666666667,Dubuque_34,Dubuque,
Dubuque,35,4,1.066666667,Dubuque_35,Dubuque,
Dubuque,36,7,1.866666667,Dubuque_36,Dubuque,
Dubuque,37,3,0.8,Dubuque_37,Dubuque,
Dubuque,38,3,0.8,Dubuque_38,Dubuque,
Dubuque,39,5,1.333333333,Dubuque_39,Dubuque,
Dubuque,40,4,1.066666667,Dubuque_40,Dubuque,
Dubuque,41,7,1.866666667,Dubuque_41,Dubuque,
Dubuque,42,7,1.866666667,Dubuque_42,Dubuque,
Dubuque,43,9,2.4,Dubuque_43,Dubuque,
Dubuque,44,1,0.266666667,Dubuque_44,Dubuque,
Dubuque,45,6,1.6,Dubuque_45,Dubuque,
Dubuque,09A,8,2.133333333,Dubuque_09a,Dubuque,
Emmet,1,4,0.457142857,,Emmet,AG-IL-Armstrong
Emmet,2,1,0.114285714,,Emmet,CN-SL-Gruver
Emmet,3,2,0.228571429,,Emmet,DM-JC-Ringsted
Emmet,4,1,0.114285714,,Emmet,EL-LN-Dolliver
Emmet,5,2,0.228571429,,Emmet,Emmet-Estherville
Emmet,6,5,0.571428571,,Emmet,Estherville Ward 1
Emmet,7,5,0.571428571,,Emmet,Estherville Ward 2
Emmet,8,6,0.685714286,,Emmet,Estherville Ward 3
Emmet,9,4,0.457142857,,Emmet,Estherville Ward 4
Emmet,10,3,0.342857143,,Emmet,Estherville Ward 5
Emmet,11,2,0.228571429,,Emmet,HL-TM-Wallingford
Fayette,AU,2,0.24,AUBURN TWP,Fayette,
Fayette,BF,4,0.48,BANKS-FREMONT TWP,Fayette,
Fayette,BW,4,0.48,BETHEL-WINDSOR TWP,Fayette,
Fayette,CE,1,0.12,CENTER TWP,Fayette,
Fayette,CL,4,0.48,CLERMONT TWP,Fayette,
Fayette,DV,2,0.24,DOVER TWP,Fayette,
Fayette,ED,2,0.24,EDEN TWP,Fayette,
Fayette,FB,3,0.36,FAIRBANK INC,Fayette,
Fayette,FP,4,0.48,FAIRFIELD-PUTNAM TWP,Fayette,
Fayette,HL,4,0.48,HARLAN TWP,Fayette,
Fayette,IL,3,0.36,ILLYRIA TWP,Fayette,
Fayette,JF,3,0.36,JEFFERSON TWP,Fayette,
Fayette,OE1,8,0.96,OELWEIN - WARD 1,Fayette,
Fayette,OE2,7,0.84,OELWEIN - WARD 2,Fayette,
Fayette,OE3,9,1.08,OELWEIN - WARD 3,Fayette,
Fayette,OE4,11,1.32,OELWEIN - WARD 4,Fayette,
Fayette,OR,2,0.24,ORAN TWP,Fayette,
Fayette,PL,5,0.6,PLEASANT VALLEY TWP,Fayette,
Fayette,SC,1,0.12,SCOTT TWP,Fayette,
Fayette,SF,1,0.12,SMITHFIELD TWP,Fayette,
Fayette,UN,1,0.12,UNION TWP,Fayette,
Fayette,WE1,5,0.6,WEST UNION - WARD 1,Fayette,
Fayette,WE2,3,0.36,WEST UNION - WARD 2,Fayette,
Fayette,WE3,4,0.48,WEST UNION - WARD 3,Fayette,
Fayette,WF,7,0.84,WESTFIELD TWP,Fayette,
Floyd,CC1,14,1.555555556,Charles City Corp/CC1,Floyd,
Floyd,CC2,17,1.888888889,Charles City Corp/CC2,Floyd,
Floyd,CC3,15,1.666666667,Charles City Corp/CC3,Floyd,
Floyd,FLCENI,8,0.888888889,Floyd-Cedar-Niles,Floyd,
Floyd,RFUL,8,0.888888889,Rockford-Ulster,Floyd,
Floyd,RGRU,13,1.444444444,Rock Grove-Rudd,Floyd,
Floyd,SCRV,10,1.111111111,St Charles-Riverton,Floyd,
Floyd,SCUNPG,5,0.555555556,Scott-Union-Pleasant Grove,Floyd,
Franklin,GNIGEM,6,0.333333333,GENEVA/ INGHAM/ EAST MOTT,Franklin,
Franklin,GROC,4,0.222222222,GRANT/ OSCEOLA,Franklin,
Franklin,HLLERV,5,0.277777778,HAMILTON/ LEE/ REEVE,Franklin,
Franklin,HP1,8,0.444444444,HAMPTON 1,Franklin,
Franklin,HP2,10,0.555555556,HAMPTON 2,Franklin,
Franklin,HP3,12,0.666666667,HAMPTON 3,Franklin,
Franklin,HP4,11,0.611111111,HAMPTON 4,Franklin,
Franklin,MA,5,0.277777778,MARION,Franklin,
Franklin,OKMG,5,0.277777778,OAKLAND/ MORGAN,Franklin,
Franklin,RLRSWF,16,0.888888889,RICHLAND/ ROSS/ WEST FORK,Franklin,
Franklin,WMO,4,0.222222222,WEST MOTT TOWNSHIP,Franklin,
Franklin,WRSC,4,0.222222222,WISNER/ SCOTT,Franklin,
Fremont,FG,8,0.6,Farragut,Fremont,
Fremont,GNRSSC,11,0.825,Green Riverside Scott,Fremont,
Fremont,HB,7,0.525,Hamburg/Washington,Fremont,
Fremont,RT,2,0.15,Riverton,Fremont,
Fremont,SN,12,0.9,Sidney,Fremont,
Greene,CENTRAL,5,0.6,Central Precinct,Greene,
Greene,EAST,7,0.84,East Precinct,Greene,
Greene,J1,8,0.96,Jefferson 1 Precinct,Greene,
Greene,J2,8,0.96,Jefferson 2 Precinct,Greene,
Greene,J3,12,1.44,Jefferson 3 Precinct,Greene,
Greene,NORTH,6,0.72,North Precinct,Greene,
Greene,WEST,4,0.48,West Precinct,Greene,
Grundy,P1,9,0.9,PRECINCT 1,Grundy,
Grundy,P2,3,0.3,PRECINCT 2,Grundy,
Grundy,P3,4,0.4,PRECINCT 3,Grundy,
Grundy,P4,3,0.3,PRECINCT 4,Grundy,
Grundy,P5,14,1.4,PRECINCT 5,Grundy,
Grundy,P6,13,1.3,PRECINCT 6,Grundy,
Grundy,P7,14,1.4,PRECINCT 7,Grundy,
Guthrie,1,5,0.428571429,,Guthrie,Black
Guthrie,2,16,1.371428571,,Guthrie,Blue
Guthrie,3,6,0.514285714,,Guthrie,Brown
Guthrie,4,14,1.2,,Guthrie,Gold
Guthrie,5,8,0.685714286,,Guthrie,Green
Guthrie,6,16,1.371428571,,Guthrie,Purple
Guthrie,7,3,0.257142857,,Guthrie,Red
Guthrie,8,2,0.171428571,,Guthrie,White
Hamilton,PCT 1,7,0.7,PCT 1 CASS FREEDOM FREMONT INDEPENDENCE,Hamilton,
Hamilton,PCT 2,5,0.5,PCT 2 BLAIRSBURG LIBERTY WILLIAMS,Hamilton,
Hamilton,PCT 3,11,1.1,PCT 3 CLEAR LAKE HAMILTON MARION WEBSTER,Hamilton,
Hamilton,PCT 4,12,1.2,PCT 4 LYON ELLSWORTH,Hamilton,
Hamilton,PCT 5,6,0.6,PCT 5 LINCOLN ROSE GROVE SCOTT,Hamilton,
Hamilton,WC1,17,1.7,Webster City 1,Hamilton,
Hamilton,WC2,20,2,Webster City 2,Hamilton,
Hamilton,WC3,12,1.2,Webster City 3,Hamilton,
Hancock,1,6,0.6,Precinct 01,Hancock,
Hancock,2,2,0.2,Precinct 02,Hancock,
Hancock,3,2,0.2,Precinct 03,Hancock,
Hancock,4,10,1,Precinct 04,Hancock,
Hancock,5,1,0.1,Precinct 05,Hancock,
Hancock,6,17,1.7,Precinct 06,Hancock,
Hancock,7,4,0.4,Precinct 07,Hancock,
Hancock,8,2,0.2,Precinct 08,Hancock,
Hancock,9,4,0.4,Precinct 09,Hancock,
Hancock,10,2,0.2,Precinct 10,Hancock,
Hardin,AL,10,0.72,Alden/Buckeye,Hardin,
Hardin,CC,16,1.152,Concord/Sherman/Grant/Tip,Hardin,
Hardin,EL,12,0.864,Eldora/Pleasant/Prov/Unio,Hardin,
Hardin,ELC,17,1.224,Eldora City,Hardin,
Hardin,ET,17,1.224,Etna/Clay,Hardin,
Hardin,HA,12,0.864,Hardin/Ellis/Jackson,Hardin,
Hardin,IF1,19,1.368,Iowa Falls #1,Hardin,
Hardin,IF2,22,1.584,Iowa Falls #2,Hardin,
Harrison,BO,3,0.28,Precinct #06-Boyer/Lincoln,Harrison,
Harrison,HS,9,0.84,,Harrison,Precinct #02-Pisgah
Harrison,JA,3,0.28,,Harrison,Precinct #03-Dunlap
Harrison,JF,3,0.28,Precinct #09-Jefferson/LaGrange,Harrison,Precinct #04-Mondamin
Harrison,LO,8,0.746666667,Precinct #10 - Logan,Harrison,Precinct #05-Magnolia
Harrison,LS,2,0.186666667,Precinct #01-Little Sioux,Harrison,
Harrison,MA,5,0.466666667,,Harrison,
Harrison,MR,4,0.373333333,,Harrison,Precinct #08-Modale
Harrison,MV,14,1.306666667,Precinct #12 - Missouri Valley,Harrison,
Harrison,SJ,7,0.653333333,Precinct #11 - St. John,Harrison,
Harrison,TA,5,0.466666667,,Harrison,
Harrison,WB,8,0.746666667,Precinct #07 - Woodbine,Harrison,
Harrison,WS,4,0.373333333,,Harrison,Precinct #13-Persia
Henry,CE,20,1.333333333,Central Precinct,Henry,
Henry,MP1,16,1.066666667,Mt. Pleasant Ward 1,Henry,
Henry,MP2,18,1.2,Mt. Pleasant Ward 2,Henry,
Henry,MP3,17,1.133333333,Mt. Pleasant Ward 3,Henry,
Henry,MP4,13,0.866666667,Mt. Pleasant Ward 4,Henry,
Henry,NE,13,0.866666667,Northeast Precinct,Henry,
Henry,NW,13,0.866666667,Northwest Precinct,Henry,
Henry,SE,30,2,Southeast Precinct,Henry,
Henry,SW,10,0.666666667,Southwest Precinct,Henry,
Howard,AF,6,0.857142857,Afton/Howard/Paris,Howard,
Howard,AL,3,0.428571429,Albion/Forest City,Howard,
Howard,CR1A,2,0.285714286,Cresco 1 A,Howard,
Howard,CR1B,5,0.714285714,Vernon Springs,Howard,
Howard,CR2,6,0.857142857,Cresco 2,Howard,
Howard,CR3,5,0.714285714,Cresco 3,Howard,
Howard,NO,3,0.428571429,New Oregon,Howard,
Howard,RJO,2,0.285714286,Jamestown/Oakdale,Howard,
Howard,SHC,3,0.428571429,Saratoga/Howard Ctr/Chest,Howard,
Humboldt,A-NW,3,0.266666667,Avery-North Weaver,Humboldt,
Humboldt,DC-GR,5,0.444444444,Dakota City-Grove,Humboldt,
Humboldt,D-W-NR,3,0.266666667,Delana-Wacousta-North Rutland,Humboldt,
Humboldt,H1-C-SW,10,0.888888889,Humboldt 1-Corinth-South Weaver,Humboldt,
Humboldt,H2-B-SN,9,0.8,Humboldt 2-Beaver-South Norway,Humboldt,
Humboldt,H3-SR,10,0.888888889,Humboldt 3-South Rutland,Humboldt,
Humboldt,H-WV,2,0.177777778,Humboldt-West Vernon,Humboldt,
Humboldt,NL-EV,2,0.177777778,North Lake-East Vernon,Humboldt,
Humboldt,SL-NN,1,0.088888889,South Lake-North Norway,Humboldt,
Ida,BL,2,0.3,City of Battle Creek &amp; Grant Township,Ida,City of Arthur
Ida,GG,6,0.9,,Ida,
Ida,GV,1,0.15,,Ida,City of Galva
Ida,IG1,2,0.3,Ida Grove Ward 1,Ida,City of Holstein
Ida,IG2,2,0.3,Ida Grove Ward 2,Ida,
Ida,IG3,3,0.45,Ida Grove Ward 3,Ida,
Ida,MP,4,0.6,,Ida,
Iowa,DA,3,0.3,Dayton/English I,Iowa,
Iowa,EN,6,0.6,English II,Iowa,
Iowa,FM,8,0.8,Fillmore/Greene,Iowa,
Iowa,HC,3,0.3,Honey Creek/Marengo Rural,Iowa,
Iowa,HL,6,0.6,Hartford II/Lincoln,Iowa,
Iowa,HS,3,0.3,Hartford I/Sumner,Iowa,
Iowa,HT,8,0.8,Hilton/Washington,Iowa,
Iowa,LX,20,2,Lenox/Iowa,Iowa,
Iowa,MR,14,1.4,Marengo City,Iowa,
Iowa,PI,6,0.6,Pilot/Troy/York,Iowa,
Iowa,WM,23,2.3,Williamsburg,Iowa,
Jackson,1,13,2.228571429,Jackson 01,Jackson,
Jackson,2,3,0.514285714,Jackson 02,Jackson,
Jackson,3,3,0.514285714,Jackson 03,Jackson,
Jackson,4,4,0.685714286,Jackson 04,Jackson,
Jackson,5,3,0.514285714,Jackson 05,Jackson,
Jackson,6,4,0.685714286,Jackson 06,Jackson,
Jackson,7,6,1.028571429,Jackson 07,Jackson,
Jackson,8,3,0.514285714,Jackson 08,Jackson,
Jackson,9,5,0.857142857,Jackson 09,Jackson,
Jackson,10,2,0.342857143,Jackson 10,Jackson,
Jackson,11,2,0.342857143,Jackson 11,Jackson,
Jackson,12,4,0.685714286,Jackson 12,Jackson,
Jackson,13,3,0.514285714,Jackson 13,Jackson,
Jackson,14,4,0.685714286,Jackson 14,Jackson,
Jackson,15,5,0.857142857,Jackson 15,Jackson,
Jackson,16,6,1.028571429,Jackson 16,Jackson,
Jasper,CF-1,4,0.46,Colfax Ward 1,Jasper,
Jasper,CF-2,5,0.575,Colfax Ward 2,Jasper,
Jasper,CF-3,4,0.46,Colfax Ward 3,Jasper,
Jasper,CP,9,1.035,Clear Creek/Poweshiek,Jasper,
Jasper,DM,11,1.265,Des Moines,Jasper,
Jasper,EL,4,0.46,Elk Creek/Lynngrove,Jasper,
Jasper,FV,13,1.495,Fairview,Jasper,
Jasper,HR,17,1.955,HG/K/RC/BV/RL,Jasper,
Jasper,IMM,12,1.38,Indep/Malaka/Mariposa,Jasper,
Jasper,MW,6,0.69,Mound Prairie/Washington,Jasper,
Jasper,NS,13,1.495,Newton/Sherman,Jasper,
Jasper,NT1-1,13,1.495,Newton 1-1,Jasper,
Jasper,NT1-2,10,1.15,Newton 1-2,Jasper,
Jasper,NT2-1,14,1.61,Newton 2-1,Jasper,
Jasper,NT2-2,11,1.265,Newton 2-2,Jasper,
Jasper,NT3-1,14,1.61,Newton 3-1,Jasper,
Jasper,NT3-2,10,1.15,Newton 3-2,Jasper,
Jasper,NT4-1,16,1.84,Newton 4-1,Jasper,
Jasper,NT4-2,9,1.035,Newton 4-2,Jasper,
Jasper,PA,5,0.575,Palo Alto,Jasper,
Jefferson,BH-PO,1,0.218181818,Blackhawk-Polk-Packwood,Jefferson,
Jefferson,BU,2,0.436363636,Buchanan Township,Jefferson,
Jefferson,CT,8,1.745454545,Center-Cedar-Maharishi Vedic City,Jefferson,
Jefferson,DM,1,0.218181818,Des Moines-Liberty-Libertyville,Jefferson,
Jefferson,FF1,9,1.963636364,Fairfield 1st Ward,Jefferson,
Jefferson,FF2,11,2.4,Fairfield 2nd Ward,Jefferson,
Jefferson,FF3,4,0.872727273,Fairfield 3rd Ward,Jefferson,
Jefferson,FF4,8,1.745454545,Fairfield 4th Ward,Jefferson,
Jefferson,FF5,7,1.527272727,Fairfield 5th Ward,Jefferson,
Jefferson,LG,1,0.218181818,Locust Grove-Batavia,Jefferson,
Jefferson,PN,1,0.218181818,Penn-Pleasant Plain,Jefferson,
Jefferson,WLR,2,0.436363636,Lockridge-Round Prairie-Walnut-Lockridge City-Coppock,Jefferson,
Johnson,BG,4,1.62,BIG GROVE TOWNSHIP,Johnson,
Johnson,CC,8,3.24,CLEAR CREEK/TIFFIN,Johnson,
Johnson,CE,1,0.405,CEDAR TOWNSHIP,Johnson,
Johnson,CV.01,9,3.645,CORALVILLE 01,Johnson,
Johnson,CV.02,8,3.24,CORALVILLE 02,Johnson,
Johnson,CV.03,5,2.025,CORALVILLE 03,Johnson,
Johnson,CV.04,7,2.835,CORALVILLE 04,Johnson,
Johnson,CV.05,7,2.835,CORALVILLE 05,Johnson,
Johnson,CV.06,10,4.05,CORALVILLE 06,Johnson,
Johnson,CV.07,9,3.645,CORALVILLE 07,Johnson,
Johnson,FR,4,1.62,FREMONT-LINCOLN (INCLUDES,Johnson,
Johnson,GR,1,0.405,GRAHAM TOWNSHIP,Johnson,
Johnson,HD,1,0.405,HARDIN TOWNSHIP,Johnson,
Johnson,HS,2,0.81,HILLS,Johnson,
Johnson,IC.01,12,4.86,IOWA CITY 01,Johnson,
Johnson,IC.02,10,4.05,IOWA CITY 02,Johnson,
Johnson,IC.03,7,2.835,IOWA CITY 03,Johnson,
Johnson,IC.04,10,4.05,IOWA CITY 04,Johnson,
Johnson,IC.05,9,3.645,IOWA CITY 05,Johnson,
Johnson,IC.06,11,4.455,IOWA CITY 06,Johnson,
Johnson,IC.07,8,3.24,IOWA CITY 07,Johnson,
Johnson,IC.08,10,4.05,IOWA CITY 08,Johnson,
Johnson,IC.09,9,3.645,IOWA CITY 09,Johnson,
Johnson,IC.10,7,2.835,IOWA CITY 10/ELSW,Johnson,
Johnson,IC.11,8,3.24,IOWA CITY 11,Johnson,
Johnson,IC.12,9,3.645,IOWA CITY 12/EAST LUCAS SE,Johnson,
Johnson,IC.13,7,2.835,IOWA CITY 13,Johnson,
Johnson,IC.14,9,3.645,IOWA CITY 14,Johnson,
Johnson,IC.15,6,2.43,IOWA CITY 15,Johnson,
Johnson,IC.16,11,4.455,IOWA CITY 16,Johnson,
Johnson,IC.17,12,4.86,IOWA CITY 17,Johnson,
Johnson,IC.18,12,4.86,IOWA CITY 18,Johnson,
Johnson,IC.19,7,2.835,IOWA CITY 19,Johnson,
Johnson,IC.20,9,3.645,IOWA CITY 20,Johnson,
Johnson,IC.21,10,4.05,IOWA CITY 21,Johnson,
Johnson,IC.22,8,3.24,IOWA CITY 22,Johnson,
Johnson,IC.23,12,4.86,IOWA CITY 23,Johnson,
Johnson,IC.24,12,4.86,IOWA CITY 24,Johnson,
Johnson,JE,5,2.025,JEFFERSON EAST/SHUEYVILLE,Johnson,
Johnson,JW,5,2.025,JW/MN/SW,Johnson,
Johnson,LB,2,0.81,LIBERTY-PLEASANT VALLEY,Johnson,
Johnson,NL.01,7,2.835,NORTH LIBERTY 01,Johnson,
Johnson,NL.02,7,2.835,NORTH LIBERTY 02,Johnson,
Johnson,NL.03,9,3.645,NORTH LIBERTY 03 (PW),Johnson,
Johnson,NL.04,6,2.43,NORTH LIBERTY 04,Johnson,
Johnson,NL.05,6,2.43,NORTH LIBERTY 05,Johnson,
Johnson,NL.06,11,4.455,NL06/MADISON /CCN,Johnson,
Johnson,NP,7,2.835,NEWPORT TOWNSHIP,Johnson,
Johnson,OX,3,1.215,OXFORD TOWNSHIP/OXFORD,Johnson,
Johnson,PN,10,4.05,PENN/ EAST LUCAS NORTH,Johnson,
Johnson,SC,4,1.62,SCOTT TWP-WEST BRANCH,Johnson,
Johnson,SN,1,0.405,SHARON TOWNSHIP,Johnson,
Johnson,SO,6,2.43,SOLON,Johnson,
Johnson,UH,4,1.62,UNION TOWNSHIP,Johnson,
Johnson,UN,2,0.81,UNIVERSITY HEIGHTS,Johnson,
Johnson,WL,3,1.215,WASHINGTON TOWNSHIP,Johnson,
Johnson,WS,1,0.405,WEST LUCAS TOWNSHIP,Johnson,
Jones,ANN,9,1.44,ANN-ANAMOSA NORTH/CASS,Jones,
Jones,ANS,13,2.08,ANS-ANAMOSA SOUTH/JACKSON,Jones,
Jones,CGLW,8,1.28,CGLW-CASTLE GRV/LOV/WAYN,Jones,
Jones,FV,8,1.28,FV-FAIRVIEW,Jones,
Jones,GF,3,0.48,GF-GREENFIELD,Jones,
Jones,MN1,4,0.64,MN1-MONTICELLO 1,Jones,
Jones,MN2,4,0.64,MN2-MONTICELLO 2,Jones,
Jones,MN3,4,0.64,MN3-MONTICELLO 3,Jones,
Jones,MN4,4,0.64,MN4-MONTICELLO 4,Jones,
Jones,OX,2,0.32,OX-OXFORD,Jones,
Jones,RLWS,4,0.64,RLWS-RICHLAND WASHINGTON,Jones,
Jones,ROHA,5,0.8,ROHA-ROME/HALE,Jones,
Jones,SGMC,4,0.64,SGMC-SC GRV/MADISON/CLAY,Jones,
Jones,WY,3,0.48,WY-WYOMING,Jones,
Keokuk,AD,2,0.228571429,Adams,Keokuk,
Keokuk,BN,3,0.342857143,Benton/Steady Run,Keokuk,
Keokuk,ER,4,0.457142857,English River/Liberty,Keokuk,
Keokuk,JA,1,0.114285714,Jackson,Keokuk,
Keokuk,LC,1,0.114285714,East/West Lancaster,Keokuk,
Keokuk,LF/CC,6,0.685714286,Lafayette/Clear Creek,Keokuk,
Keokuk,PR,1,0.114285714,Prairie,Keokuk,
Keokuk,RL,2,0.228571429,Richland,Keokuk,
Keokuk,SG1,2,0.228571429,Sigourney 1st Ward,Keokuk,
Keokuk,SG2,2,0.228571429,Sigourney 2nd Ward,Keokuk,
Keokuk,SG3,2,0.228571429,Sigourney 3rd Ward,Keokuk,
Keokuk,SG4,2,0.228571429,Sigourney 4th Ward,Keokuk,
Keokuk,SGR,3,0.342857143,Sigourney/Plank/Van Buren,Keokuk,
Keokuk,WC,3,0.342857143,What Cheer/Washington,Keokuk,
Keokuk,WN,1,0.114285714,Warren,Keokuk,
Kossuth,AL1,9,0.8,AL1,Kossuth,
Kossuth,AL2,12,1.066666667,AL2,Kossuth,
Kossuth,AL3,10,0.888888889,AL3,Kossuth,
Kossuth,AL4,8,0.711111111,AL4,Kossuth,
Kossuth,BF,5,0.444444444,BF- PT,Kossuth,
Kossuth,BT,8,0.711111111,BT- FT- UN,Kossuth,
Kossuth,CR,6,0.533333333,CR- IV- RV,Kossuth,
Kossuth,CR 1,1,0.088888889,CR 1,Kossuth,
Kossuth,CR 2,2,0.177777778,CR 2,Kossuth,
Kossuth,EG,5,0.444444444,EG- GT- HS- SW,Kossuth,
Kossuth,GF,4,0.355555556,GF- WM,Kossuth,
Kossuth,GM,5,0.444444444,GM- RM,Kossuth,
Kossuth,GW,1,0.088888889,GW- SN,Kossuth,
Kossuth,HB,4,0.355555556,HB- LY- LN- SF,Kossuth,
Kossuth,IV,1,0.088888889,IV- PC,Kossuth,
Kossuth,LC,1,0.088888889,LC,Kossuth,
Kossuth,LV,2,0.177777778,LV- SM,Kossuth,
Kossuth,PC,1,0.088888889,PC,Kossuth,
Kossuth,PR,4,0.355555556,PR- WL,Kossuth,
Kossuth,UN,1,0.088888889,UN,Kossuth,
Lee,CH VB,6,0.84,Charleston/DSM/Van Buren,Lee,
Lee,FM1,5,0.7,Fort Madison 1,Lee,
Lee,FM2,9,1.26,Fort Madison 2,Lee,
Lee,FM3,11,1.54,Fort Madison 3,Lee,
Lee,FM4A,11,1.54,Fort Madison 4,Lee,
Lee,FM4B,0,0,,Lee,
Lee,FM5,12,1.68,Fort Madison 5,Lee,
Lee,FR CE,10,1.4,Franklin/Cedar/Marion/Harison,Lee,
Lee,HR,0,0,,Lee,
Lee,JF,4,0.56,Jefferson,Lee,
Lee,JK,7,0.98,Jackson,Lee,
Lee,KE1,5,0.7,Keokuk 1,Lee,
Lee,KE2A,5,0.7,Keokuk 2,Lee,
Lee,KE2B,0,0,,Lee,
Lee,KE3,6,0.84,Keokuk 3,Lee,
Lee,KE4,6,0.84,Keokuk 4,Lee,
Lee,KE5,8,1.12,Keokuk 5,Lee,
Lee,KE6,7,0.98,Keokuk 6,Lee,
Lee,KE7,8,1.12,Keokuk 7,Lee,
Lee,MO,7,0.98,Montrose,,
Lee,WPPRDN,13,1.82,West Point/Pleasant Ridge/Denmark,,
Lee,WS GB,10,1.4,Green Bay/Washington,,
Linn,CR01,5,2.197674419,Cedar Rapids 01,Linn,
Linn,CR02,5,2.197674419,Cedar Rapids 02,Linn,
Linn,CR03,5,2.197674419,Cedar Rapids 03,Linn,
Linn,CR04,5,2.197674419,Cedar Rapids 04,Linn,
Linn,CR05,6,2.637209302,Cedar Rapids 05,Linn,
Linn,CR06,6,2.637209302,Cedar Rapids 06,Linn,
Linn,CR07,4,1.758139535,Cedar Rapids 07,Linn,
Linn,CR08,5,2.197674419,Cedar Rapids 08,Linn,
Linn,CR09,5,2.197674419,Cedar Rapids 09,Linn,
Linn,CR10,7,3.076744186,Cedar Rapids 10,Linn,
Linn,CR11,6,2.637209302,Cedar Rapids 11,Linn,
Linn,CR12,8,3.51627907,Cedar Rapids 12,Linn,
Linn,CR13,6,2.637209302,Cedar Rapids 13,Linn,
Linn,CR14,6,2.637209302,Cedar Rapids 14,Linn,
Linn,CR15,5,2.197674419,Cedar Rapids 15,Linn,
Linn,CR16,6,2.637209302,Cedar Rapids 16,Linn,
Linn,CR17,6,2.637209302,Cedar Rapids 17,Linn,
Linn,CR18,4,1.758139535,Cedar Rapids 18,Linn,
Linn,CR19,7,3.076744186,Cedar Rapids 19,Linn,
Linn,CR20,7,3.076744186,Cedar Rapids 20,Linn,
Linn,CR21,7,3.076744186,Cedar Rapids 21,Linn,
Linn,CR22,4,1.758139535,Cedar Rapids 22,Linn,
Linn,CR23,6,2.637209302,Cedar Rapids 23,Linn,
Linn,CR24,8,3.51627907,Cedar Rapids 24,Linn,
Linn,CR25,9,3.955813953,Cedar Rapids 25,Linn,
Linn,CR26,9,3.955813953,Cedar Rapids 26,Linn,
Linn,CR27,5,2.197674419,Cedar Rapids 27,Linn,
Linn,CR28,7,3.076744186,Cedar Rapids 28,Linn,
Linn,CR29,6,2.637209302,Cedar Rapids 29,Linn,
Linn,CR30,7,3.076744186,Cedar Rapids 30,Linn,
Linn,CR31,8,3.51627907,Cedar Rapids 31,Linn,
Linn,CR32,6,2.637209302,Cedar Rapids 32,Linn,
Linn,CR33,6,2.637209302,Cedar Rapids 33,Linn,
Linn,CR34,6,2.637209302,Cedar Rapids 34,Linn,
Linn,CR35,6,2.637209302,Cedar Rapids 35,Linn,
Linn,CR36,8,3.51627907,Cedar Rapids 36,Linn,
Linn,CR37,7,3.076744186,Cedar Rapids 37,Linn,
Linn,CR38,5,2.197674419,Cedar Rapids 38,Linn,
Linn,CR39,8,3.51627907,Cedar Rapids 39,Linn,
Linn,CR40,5,2.197674419,Cedar Rapids 40,Linn,
Linn,CR41,7,3.076744186,Cedar Rapids 41,Linn,
Linn,CR42,5,2.197674419,Cedar Rapids 42,Linn,
Linn,CR43,4,1.758139535,Cedar Rapids 43,Linn,
Linn,CR44,3,1.318604651,Cedar Rapids 44,Linn,
