County,Precinct,Precinct Short Name,County Delegates,Precinct SDE (IDP)
Mills,Silver City/Ingraham,SV,1,0.15555555555555556
Mitchell,Mitchell 10,10,5,0.375
Mitchell,Mitchell 11,11,3,0.225
Mitchell,Mitchell 12,12,2,0.15
Mitchell,Mitchell 5,5,4,0.3
Mitchell,Mitchell 6,6,8,0.6
Mitchell,Mitchell 7,7,9,0.6749999999999999
Mitchell,Mitchell 8,8,7,0.525
Mitchell,Mitchell 9,9,12,0.8999999999999999
Mitchell,OSAGE 01 (Mitchell 5),OS1,8,0.6
Mitchell,OSAGE 02 (Mitchell 6),OS2,6,0.45
Mitchell,OSAGE 03 (Mitchell 7),OS3,7,0.525
Mitchell,OSAGE 04 (Mitchell 8),OS4,9,0.6749999999999999
Monona,ASHTON BELVIDERE KENNEBEC LINCOLN FRANKLIN TURIN,AS001,8,0.4
Monona,CASTANA CENTER JORDAN,CN002,4,0.2
Monona,COOPER MAPLE MAPLETON,CP003,15,0.75
Monona,FAIRVIEW GRANT LAKE RODNEY WEST FORK WHITING,FV004,11,0.55
Monona,MOORHEAD SOLDIER SOLDIER CITY SPRING VALLEY WILLOW,MH005,7,0.35000000000000003
Monona,ONAWA Ward 1,ON106,6,0.30000000000000004
Monona,ONAWA Ward 2- NE Franklin,ON207,7,0.35000000000000003
Monona,ONAWA Ward 3,ON308,7,0.35000000000000003
Monona,ONAWA Ward 4,ON409,5,0.25
Monona,SHERMAN SE FRANKLIN BLENCOE SIOUX,SH010,6,0.30000000000000004
Monona,ST CLAIR UTE,STC11,4,0.2
Monroe,No. 1-Albia First Ward,AL1,10,0.4615384615384616
Monroe,No. 2-Albia Second Ward,AL2,6,0.2769230769230769
Monroe,No. 3-Albia Third Ward,AL3,8,0.3692307692307693
Monroe,No. 4-Albia Fourth Ward,AL4,9,0.4153846153846154
Monroe,CTHSE - Monroe Precinct 5,CTHSE,17,0.7846153846153847
Monroe,LOVILIA - Monroe Precinct 6,LOVILIA,9,0.4153846153846154
Monroe,MELROSE - Monroe Precinct 7,MELROSE,6,0.2769230769230769
Montgomery,WARD1 PILOT GROVE FRANKFORT RO TWP,1,10,0.8
Montgomery,WARD2 SHERMAN RO TWP,2,10,0.8
Montgomery,WARD3 SHERMAN PILOT GROVE FRANKFORT RO TWP,3,12,0.96
Montgomery,4 GRFLD LNCLN SHER PILOT GROVE TWP ELLIOTT,4,3,0.24
Montgomery,5 PILOT GROVE FRANKFORT DOUGLAS WASH TWP GRANT,5,3,0.24
Montgomery,6 WEST GRANT SCOTT TWP COBURG STANTON,6,5,0.4
Montgomery,7 SCOTT EAST TWP VILLISCA,7,7,0.56
Muscatine,Seventy-Six/Cedar-Seventy,76CE,3,0.5
Muscatine,Bloomington,BL,9,1.5
Muscatine,Fruitland One-City,F1,4,0.6666666666666666
Muscatine,Fruitland Two/Lake-Fruitl,F2LA,3,0.5
Muscatine,Fulton/Montpelier-City,FUMO,5,0.8333333333333333
Muscatine,Goshen-City,GO,2,0.3333333333333333
Muscatine,Muscatine 01st,MU01,11,1.8333333333333333
Muscatine,Muscatine 02nd,MU02,8,1.3333333333333333
Muscatine,Muscatine 03rd,MU03,8,1.3333333333333333
Muscatine,Muscatine 04th,MU04,7,1.1666666666666663
Muscatine,Muscatine 05th,MU05,7,1.1666666666666663
Muscatine,Muscatine 06th,MU06,11,1.8333333333333333
Muscatine,Muscatine 07th,MU07,7,1.1666666666666663
Muscatine,Muscatine 08th,MU08,6,1.0
Muscatine,Muscatine 09th,MU09,9,1.5
Muscatine,Muscatine 10th,MU10,9,1.5
Muscatine,Orono-City,OR,1,0.16666666666666666
Muscatine,Pike-City,PI,2,0.3333333333333333
Muscatine,Sweetland,SW,6,1.0
Muscatine,Wilton City,WC,10,1.6666666666666663
Muscatine,West Liberty 2,WL2,7,1.1666666666666663
Muscatine,West Liberty/Wapsie-WL1 C,WLWA,12,2.0
Muscatine,Wilton/Moscow-Wilton,WTMW,3,0.5
O'Brien,Carroll-Floyd,P1,2,0.14545454545454545
O'Brien,Franklin,P2,4,0.2909090909090909
O'Brien,Hartley-Lincoln-Omega,P3,11,0.7999999999999999
O'Brien,Sheldon 1st Ward,P4,7,0.509090909090909
O'Brien,Sheldon 2nd Ward,P5,5,0.3636363636363637
O'Brien,Sheldon 3rd Ward,P6,5,0.3636363636363637
O'Brien,Summit-Center-Dale-Highland,P7,8,0.5818181818181818
O'Brien,Union-Baker-Caledonia,P8,7,0.509090909090909
O'Brien,Waterman-Grant-Liberty,P9,6,0.4363636363636363
Osceola,Ashton Precinct 0100,AT,3,0.30000000000000004
Osceola,Harris Precinct 0200,HA,1,0.1
Osceola,May City Precint 0300,MC,2,0.2
Osceola,Melvin Precinct 0400,MV,2,0.2
Osceola,Osceola 1 Precinct 0600,OS1,4,0.4
Osceola,Osceola 2 Precinct 0700,OS2,7,0.7000000000000001
Osceola,Osceola 3 Precinct 0800,OS3,8,0.8
Osceola,Ocheyedan Precinct 0500,OX,3,0.30000000000000004
Page,Clarinda Ward 1,CL1,9,0.72
Page,Clarinda Ward 2,CL2,17,1.36
Page,Am-Bu-ER-Doug-Har-Neb-Nod-Val-Brad-CS-He-Sh-Yt,ER,10,0.8
Page,Cx-Gr-Linc-Mort-Tarkio-Wash-Blan-Coin-Nboro,GT,7,0.56
Page,"Pierce and Fremont Townships, Essex",PC,5,0.4
Page,Shenandoah 1,SD1,6,0.48
Page,Shenandoah 2,SD2,10,0.8
Page,Shenandoah 3,SD3,11,0.88
Palo Alto,Emmetsburg Ward 1,EM1,8,0.6666666666666666
Palo Alto,Emmetsburg Ward 2,EM2,8,0.6666666666666666
Palo Alto,EM Ward 3/Ayrshire/pt. HL&amp;WL&amp;EM,EM3,13,1.0833333333333333
Palo Alto,EM Ward 4/FV/FR/VN/pt. EM,EM4,12,1.0
Palo Alto,GR/RV/LI/pt. HL&amp;WL,GR RV,11,0.9166666666666666
Palo Alto,City of WB/EL/RL/BO/GO/NV,WB,8,0.6666666666666666
Plymouth,Plymouth 01/Ak,AK,3,0.675
Plymouth,Plymouth 04/Bv,BV,2,0.45
Plymouth,Plymouth 09/Ht,HT,4,0.9
Plymouth,Plymouth 10/Kl,KL,3,0.675
Plymouth,Plymouth 11/Le Mars 1,LM11,6,1.35
Plymouth,Plymouth 12/Le Mars 2,LM12,6,1.35
Plymouth,Plymouth 13/Le Mars 3,LM13,4,0.9
Plymouth,Plymouth 07/Mr,MR,3,0.675
Plymouth,Plymouth 02/Mrhg,MRHG,1,0.225
Plymouth,Plymouth 08/Py,PY,3,0.675
Plymouth,Plymouth 05/Rm,RM,3,0.675
Plymouth,Plymouth 03/Sb,SB,1,0.225
Plymouth,Plymouth 06/Wf,WF,1,0.225
Pocahontas,Bellville-Lizard-S Lake-S Lincoln,BV,3,0.18
Pocahontas,Cedar-Colfax-Dover,CD,8,0.48
Pocahontas,DSM-Cummins-Pow-N Garf-N Sherm-N Roose,DM,9,0.54
Pocahontas,Grant-S Marshall-S Sherman,GT,2,0.12
Pocahontas,Pocahontas #1,PH1,14,0.84
Pocahontas,Pocahontas #2,PH2,5,0.3
Pocahontas,Swan Lake-N Marshall,SW,9,0.54
Polk,ALLEMAN-01,ALLEMAN,2,0.5596002855103498
Polk,ALLEN-01,ALLEN 1,1,0.2798001427551749
Polk,ALTOONA-01,ALT 1,5,1.3990007137758744
Polk,ALTOONA-02,ALT 2,9,2.5182012847965742
Polk,ALTOONA-03,ALT 3,12,3.3576017130620985
Polk,ALTOONA-04,ALT 4,10,2.798001427551749
Polk,ALTOONA-05,ALT 5,11,3.077801570306924
Polk,ANKENY-01,ANK 01,19,5.316202712348323
Polk,ANKENY-02,ANK 02,10,2.798001427551749
Polk,ANKENY-03,ANK 03,9,2.5182012847965742
Polk,ANKENY-04,ANK 04,9,2.5182012847965742
Polk,ANKENY-05,ANK 05,10,2.798001427551749
Polk,ANKENY-06,ANK 06,10,2.798001427551749
Polk,ANKENY-07,ANK 07,8,2.2384011420413987
Polk,ANKENY-08,ANK 08,10,2.798001427551749
Polk,ANKENY-09,ANK 09,10,2.798001427551749
Polk,ANKENY-10,ANK 10,8,2.2384011420413987
Polk,ANKENY-11,ANK 11,9,2.5182012847965742
Polk,ANKENY-12,ANK 12,17,4.756602426837972
Polk,ANKENY-13,ANK 13,14,3.9172019985724487
Polk,ANKENY-14,ANK 14,10,2.798001427551749
Polk,ANKENY-15,ANK 15,9,2.5182012847965742
Polk,BONDURANT-01,BOND 1,6,1.6788008565310495
Polk,BONDURANT-02,BOND 2,7,1.9586009992862243
Polk,CLAY-01,CLAY 1,3,0.8394004282655247
Polk,CLIVE-01,CLIVE 1,6,1.6788008565310495
Polk,CLIVE-02,CLIVE 2,9,2.5182012847965742
Polk,CLIVE-03,CLIVE 3,11,3.077801570306924
Polk,CLIVE-04,CLIVE 4,10,2.798001427551749
Polk,CROCKER-01,CROCK 1,6,1.6788008565310495
Polk,CROCKER-02,CROCK 2,4,1.1192005710206996
Polk,DELAWARE-01,DEL 1,5,1.3990007137758744
Polk,DELAWARE-02,DEL 2,2,0.5596002855103498
Polk,DES MOINES-01,DM 001,4,1.1192005710206996
Polk,DES MOINES-02,DM 002,7,1.9586009992862243
Polk,DES MOINES-03,DM 003,9,2.5182012847965742
Polk,DES MOINES-04,DM 004,6,1.6788008565310495
Polk,DES MOINES-05,DM 005,4,1.1192005710206996
Polk,DES MOINES-06,DM 006,5,1.3990007137758744
Polk,DES MOINES-07,DM 007,9,2.5182012847965742
Polk,DES MOINES-08,DM 008,6,1.6788008565310495
Polk,DES MOINES-09,DM 009,9,2.5182012847965742
Polk,DES MOINES-10,DM 010,10,2.798001427551749
Polk,DES MOINES-11,DM 011,11,3.077801570306924
Polk,DES MOINES-12,DM 012,5,1.3990007137758744
Polk,DES MOINES-13,DM 013,6,1.6788008565310495
Polk,DES MOINES-14,DM 014,6,1.6788008565310495
Polk,DES MOINES-15,DM 015,16,4.4768022840827975
Polk,DES MOINES-16,DM 016,15,4.197002141327624
Polk,DES MOINES-17,DM 017,6,1.6788008565310495
Polk,DES MOINES-18,DM 018,5,1.3990007137758744
Polk,DES MOINES-19,DM 019,4,1.1192005710206996
Polk,DES MOINES-20,DM 020,8,2.2384011420413987
Polk,DES MOINES-21,DM 021,9,2.5182012847965742
Polk,DES MOINES-22,DM 022,8,2.2384011420413987
Polk,DES MOINES-23,DM 023,7,1.9586009992862243
Polk,DES MOINES-24,DM 024,4,1.1192005710206996
Polk,DES MOINES-25,DM 025,6,1.6788008565310495
Polk,DES MOINES-26,DM 026,8,2.2384011420413987
Polk,DES MOINES-27,DM 027,5,1.3990007137758744
Polk,DES MOINES-28,DM 028,10,2.798001427551749
Polk,DES MOINES-29,DM 029,7,1.9586009992862243
Polk,DES MOINES-30,DM 030,6,1.6788008565310495
Polk,DES MOINES-31,DM 031,7,1.9586009992862243
Polk,DES MOINES-32,DM 032,7,1.9586009992862243
Polk,DES MOINES-33,DM 033,6,1.6788008565310495
Polk,DES MOINES-34,DM 034,3,0.8394004282655247
Polk,DES MOINES-35,DM 035,4,1.1192005710206996
Polk,DES MOINES-36,DM 036,8,2.2384011420413987
Polk,DES MOINES-37,DM 037,7,1.9586009992862243
Polk,DES MOINES-38,DM 038,6,1.6788008565310495
Polk,DES MOINES-39,DM 039,15,4.197002141327624
Polk,DES MOINES-40,DM 040,7,1.9586009992862243
Polk,DES MOINES-41,DM 041,17,4.756602426837972
Polk,DES MOINES-42,DM 042,13,3.6374018558172736
Polk,DES MOINES-43,DM 043,11,3.077801570306924
Polk,DES MOINES-44,DM 044,12,3.3576017130620985
Polk,DES MOINES-45,DM 045,6,1.6788008565310495
Polk,DES MOINES-46,DM 046,6,1.6788008565310495
Polk,DES MOINES-47,DM 047,8,2.2384011420413987
Polk,DES MOINES-48,DM 048,2,0.5596002855103498
Polk,DES MOINES-49,DM 049,3,0.8394004282655247
Polk,DES MOINES-50,DM 050,8,2.2384011420413987
Polk,DES MOINES-51,DM 051,5,1.3990007137758744
Polk,DES MOINES-52,DM 052,5,1.3990007137758744
Polk,DES MOINES-53,DM 053,4,1.1192005710206996
Polk,DES MOINES-54,DM 054,4,1.1192005710206996
Polk,DES MOINES-55,DM 055,14,3.9172019985724487
Polk,DES MOINES-56,DM 056,13,3.6374018558172736
Polk,DES MOINES-57,DM 057,8,2.2384011420413987
Polk,DES MOINES-58,DM 058,11,3.077801570306924
Polk,DES MOINES-59,DM 059,11,3.077801570306924
Polk,DES MOINES-60,DM 060,10,2.798001427551749
Polk,DES MOINES-61,DM 061,10,2.798001427551749
Polk,DES MOINES-62,DM 062,19,5.316202712348323
Polk,DES MOINES-63,DM 063,11,3.077801570306924
Polk,DES MOINES-64,DM 064,8,2.2384011420413987
Polk,DES MOINES-65,DM 065,11,3.077801570306924
Polk,DES MOINES-66,DM 066,12,3.3576017130620985
Polk,DES MOINES-67,DM 067,2,0.5596002855103498
Polk,DES MOINES-68,DM 068,5,1.3990007137758744
Polk,DES MOINES-69,DM 069,8,2.2384011420413987
Polk,DES MOINES-70,DM 070,6,1.6788008565310495
Polk,DES MOINES-71,DM 071,10,2.798001427551749
Polk,DES MOINES-72,DM 072,1,0.2798001427551749
Polk,DES MOINES-73,DM 073,9,2.5182012847965742
Polk,DES MOINES-74,DM 074,4,1.1192005710206996
Polk,DES MOINES-75,DM 075,7,1.9586009992862243
Polk,DES MOINES-76,DM 076,7,1.9586009992862243
Polk,DES MOINES-77,DM 077,6,1.6788008565310495
Polk,DES MOINES-78,DM 078,7,1.9586009992862243
Polk,DES MOINES-79,DM 079,8,2.2384011420413987
Polk,DES MOINES-80,DM 080,10,2.798001427551749
Polk,DES MOINES-81,DM 081,7,1.9586009992862243
Polk,DES MOINES-82,DM 082,6,1.6788008565310495
Polk,DES MOINES-83,DM 083,8,2.2384011420413987
Polk,DES MOINES-84,DM 084,5,1.3990007137758744
Polk,DOUGLAS-01,DOUGLAS,3,0.8394004282655247
Polk,ELKHART-01,ELKHART,4,1.1192005710206996
Polk,FOUR MILE-01,FOUR MI,6,1.6788008565310495
Polk,FRANKLIN-01,FRANKLI,4,1.1192005710206996
Polk,GRANGER-01,GRANGER,1,0.2798001427551749
Polk,GRIMES-01,GRIMES1,13,3.6374018558172736
Polk,GRIMES-02,GRIMES2,11,3.077801570306924
Polk,GRIMES-03,GRIMES3,7,1.9586009992862243
Polk,JEFFERSON-01,JEFF 1,5,1.3990007137758744
Polk,JOHNSTON-01,JOHN 1,12,3.3576017130620985
Polk,JOHNSTON-02,JOHN 2,12,3.3576017130620985
Polk,JOHNSTON-03,JOHN 3,8,2.2384011420413987
Polk,JOHNSTON-04,JOHN 4,10,2.798001427551749
Polk,JOHNSTON-05,JOHN 5,16,4.4768022840827975
Polk,JOHNSTON-06,JOHN 6,6,1.6788008565310495
Polk,MADISON-01,MADISON,1,0.2798001427551749
Polk,MITCHELLVILLE-01,MITCHEL,6,1.6788008565310495
Polk,PLEASANT HILL-01,PH 1,9,2.5182012847965742
Polk,PLEASANT HILL-02,PH 2,9,2.5182012847965742
Polk,PLEASANT HILL-03,PH 3,9,2.5182012847965742
Polk,POLK CITY-01,POLK CI,11,3.077801570306924
Polk,RUNNELLS-01,RUNNELL,5,1.3990007137758744
Polk,SAYLOR-01,SAYLOR1,8,2.2384011420413987
Polk,SAYLOR-02,SAYLOR2,6,1.6788008565310495
Polk,SHELDAHL-01,SHELDAH,1,0.2798001427551749
Polk,URBANDALE-01,URB 01,9,2.5182012847965742
Polk,URBANDALE-02,URB 02,11,3.077801570306924
Polk,URBANDALE-03,URB 03,10,2.798001427551749
Polk,URBANDALE-04,URB 04,9,2.5182012847965742
Polk,URBANDALE-05,URB 05,10,2.798001427551749
Polk,URBANDALE-06,URB 06,11,3.077801570306924
Polk,URBANDALE-07,URB 07,11,3.077801570306924
Polk,URBANDALE-08,URB 08,10,2.798001427551749
Polk,URBANDALE-09,URB 09,11,3.077801570306924
Polk,URBANDALE-10,URB 10,10,2.798001427551749
Polk,URBANDALE-11,URB 11,9,2.5182012847965742
Polk,WASHINGTON-01,WASH 1,1,0.2798001427551749
Polk,WEBSTER-01,WB 1,2,0.5596002855103498
Polk,WDM-111,WDM-111,8,2.2384011420413987
Polk,WDM-112,WDM-112,5,1.3990007137758744
Polk,WDM-113,WDM-113,8,2.2384011420413987
Polk,WDM-114,WDM-114,12,3.3576017130620985
Polk,WDM-115,WDM-115,7,1.9586009992862243
Polk,WDM-116,WDM-116,9,2.5182012847965742
Polk,WDM-117,WDM-117,9,2.5182012847965742
Polk,WDM-118,WDM-118,9,2.5182012847965742
Polk,WDM-211,WDM-211,7,1.9586009992862243
Polk,WDM-212,WDM-212,11,3.077801570306924
Polk,WDM-213,WDM-213,6,1.6788008565310495
Polk,WDM-311,WDM-311,10,2.798001427551749
Polk,WDM-312,WDM-312,10,2.798001427551749
Polk,WDM-313,WDM-313,4,1.1192005710206996
Polk,WDM-314,WDM-314,6,1.6788008565310495
Polk,WDM-315,WDM-315,8,2.2384011420413987
Polk,WDM-316,WDM-316,11,3.077801570306924
Polk,WDM-317,WDM-317,9,2.5182012847965742
Polk,WDM-318,WDM-318,3,0.8394004282655247
Polk,WINDSOR HEIGHTS-01,WHTS 1,6,1.6788008565310495
Polk,WINDSOR HEIGHTS-02,WHTS 2,7,1.9586009992862243
Polk,WINDSOR HEIGHTS-03,WHTS 3,9,2.5182012847965742
Pottawattamie,Avoca,AVOCA,8,0.96
Pottawattamie,Carson,CARSON,3,0.36
Pottawattamie,Council Bluff 01,CB 01,9,1.08
Pottawattamie,Council Bluff 02,CB 02,12,1.44
Pottawattamie,Council Bluff 03,CB 03,10,1.2
Pottawattamie,Council Bluff 04,CB 04,10,1.2
Pottawattamie,Council Bluff 05,CB 05,10,1.2
Pottawattamie,Council Bluff 06,CB 06,15,1.7999999999999998
Pottawattamie,Council Bluff 07,CB 07,15,1.7999999999999998
Pottawattamie,Council Bluff 08,CB 08,18,2.16
Pottawattamie,Council Bluff 09,CB 09,13,1.56
Pottawattamie,Council Bluff 10A,CB 10A,20,2.4
Pottawattamie,Council Bluff 10B,CB 10B,15,1.7999999999999998
Pottawattamie,Council Bluff 11,CB 11,17,2.04
Pottawattamie,Council Bluff 12,CB 12,14,1.68
Pottawattamie,Council Bluff 13,CB 13,10,1.2
Pottawattamie,Council Bluff 14,CB 14,10,1.2
Pottawattamie,Council Bluff 15,CB 15,11,1.3199999999999998
Pottawattamie,Council Bluff 16,CB 16,11,1.3199999999999998
Pottawattamie,Council Bluff 17,CB 17,15,1.7999999999999998
Pottawattamie,Council Bluff 18,CB 18,12,1.44
Pottawattamie,Council Bluff 19,CB 19,9,1.08
Pottawattamie,Council Bluff 20,CB 20,9,1.08
Pottawattamie,Council Bluff 21,CB 21,8,0.96
Pottawattamie,Carter Lake 1,CL 1,7,0.84
Pottawattamie,Carter Lake 2,CL 2,7,0.84
Pottawattamie,Crescent,CRESC,13,1.56
Pottawattamie,Garner,GARNER,14,1.68
Pottawattamie,GLWCW,GLWCW,3,0.36
Pottawattamie,Hancock,HANCOCK,2,0.24
Pottawattamie,Lewis 1,LEWIS 1,11,1.3199999999999998
Pottawattamie,Lewis 2,LEWIS 2,11,1.3199999999999998
Pottawattamie,Macedonia,MACEDON,1,0.12
Pottawattamie,McClelland,MCCLELL,3,0.36
Pottawattamie,Minden,MINDEN,5,0.6
Pottawattamie,Neola,NEOLA,8,0.96
Pottawattamie,Oakland,OAKLAND,8,0.96
Pottawattamie,Treynor,TREYNOR,6,0.72
Pottawattamie,Underwood,UNDERW,13,1.56
Pottawattamie,Walnut,WALNUT,4,0.48
Poweshiek,JUPS,10,5,0.7000000000000001
Poweshiek,MONTEZUMA - 11.11MO,11,4,0.56
Poweshiek,BMWJ,2,11,1.54
Poweshiek,DRL,3,2,0.28
Poweshiek,MS,4,3,0.42
Poweshiek,CGWS,5,6,0.8400000000000001
Poweshiek,1ST WARD - 06.06GR,6,24,3.3600000000000003
Poweshiek,2ND WARD - 07.07GR,7,17,2.3800000000000003
Poweshiek,3RD WARD - 08.08GR,8,12,1.6800000000000002
Poweshiek,4TH WARD - 09.09GR,9,16,2.24
Ringgold,Athens,AT,9,0.3375
Ringgold,Clinton,CL,6,0.225
Ringgold,Mount Ayr 1,M1,22,0.825
Ringgold,Mount Ayr 2,M2,21,0.7875
Ringgold,Tingley,TG,3,0.1125
Ringgold,Union,UN,9,0.3375
Ringgold,Washington,WS,10,0.375
Sac,Schaller,1,7,0.4666666666666667
Sac,Nemaha,2,2,0.13333333333333333
Sac,Early,3,5,0.3333333333333333
Sac,Sac City,4,18,1.2
Sac,Lytton,5,3,0.2
Sac,Odebolt,6,6,0.4
Sac,Lake View,7,11,0.7333333333333333
Sac,Auburn,8,3,0.2
Sac,Wall Lake,9,5,0.3333333333333333
Scott,(AG) Allen's Grove Township,AG,1,0.4133333333333333
Scott,(B11) City of Bettendorf,B11,7,2.893333333333333
Scott,(B12) City of Bettendorf,B12,6,2.48
Scott,(B21) City of Bettendorf,B21,4,1.653333333333333
Scott,(B22) City of Bettendorf,B22,6,2.48
Scott,(B23) City of Bettendorf,B23,1,0.4133333333333333
Scott,(B31) City of Bettendorf,B31,6,2.48
Scott,(B32) City of Bettendorf,B32,6,2.48
Scott,(B41) City of Bettendorf,B41,7,2.893333333333333
Scott,(B42) City of Bettendorf,B42,7,2.893333333333333
Scott,(B51) City of Bettendorf,B51,7,2.893333333333333
Scott,(B52) City of Bettendorf,B52,10,4.133333333333333
Scott,(BF) City of Buffalo,BF,1,0.4133333333333333
Scott,(BG) Blue Grass Township,BG,4,1.653333333333333
Scott,(BU) Buffalo Township,BU,5,2.0666666666666664
Scott,(D11) City of Davenport,D11,5,2.0666666666666664
Scott,(D12) City of Davenport,D12,6,2.48
Scott,(D13) City of Davenport,D13,6,2.48
Scott,(D14) City of Davenport,D14,5,2.0666666666666664
Scott,(D21) City of Davenport,D21,6,2.48
Scott,(D22) City of Davenport,D22,4,1.653333333333333
Scott,(D23) City of Davenport,D23,4,1.653333333333333
Scott,(D24) City of Davenport,D24,6,2.48
Scott,(D31) City of Davenport,D31,5,2.0666666666666664
Scott,(D32) City of Davenport,D32,4,1.653333333333333
Scott,(D33) City of Davenport,D33,4,1.653333333333333
Scott,(D34) City of Davenport,D34,5,2.0666666666666664
Scott,(D41) City of Davenport,D41,7,2.893333333333333
Scott,(D42) City of Davenport,D42,5,2.0666666666666664
Scott,(D43) City of Davenport,D43,5,2.0666666666666664
Scott,(D44) City of Davenport,D44,5,2.0666666666666664
Scott,(D51) City of Davenport,D51,7,2.893333333333333
Scott,(D52) City of Davenport,D52,6,2.48
Scott,(D53) City of Davenport,D53,6,2.48
Scott,(D54) City of Davenport,D54,5,2.0666666666666664
Scott,(D61) City of Davenport,D61,6,2.48
Scott,(D62) City of Davenport,D62,6,2.48
Scott,(D63) City of Davenport,D63,7,2.893333333333333
Scott,(D64) City of Davenport,D64,9,3.72
Scott,(D71) City of Davenport,D71,7,2.893333333333333
Scott,(D72) City of Davenport,D72,7,2.893333333333333
Scott,(D73) City of Davenport,D73,6,2.48
Scott,(D74) City of Davenport,D74,4,1.653333333333333
Scott,(D81) City of Davenport,D81,5,2.0666666666666664
Scott,(D82) City of Davenport,D82,7,2.893333333333333
Scott,(D83) City of Davenport,D83,7,2.893333333333333
Scott,(D84) City of Davenport,D84,5,2.0666666666666664
Scott,(DH) City of Donahue,DH,1,0.4133333333333333
Scott,(EL1) City of Eldridge,EL1,6,2.48
Scott,(EL2) City of Eldridge,EL2,5,2.0666666666666664
Scott,(HG) Hickory Grove Township,HG,1,0.4133333333333333
Scott,(LB) Liberty Township,LB,1,0.4133333333333333
Scott,(LC1) City of LeClaire,LC1,4,1.653333333333333
Scott,(LC2) City of LeClaire,LC2,4,1.653333333333333
Scott,(LCT) LeClaire Township,LCT,2,0.8266666666666667
Scott,(LG) City of Long Grove,LG,2,0.8266666666666667
Scott,(MC) McCausland,MC,1,0.4133333333333333
Scott,(PKV) Park View,PKV,4,1.653333333333333
Scott,(PR) Princeton Township,PR,2,0.8266666666666667
Scott,(PV) Pleasant Valley,PV,2,0.8266666666666667
Scott,(RV) City of Riverdale,RV,1,0.4133333333333333
Scott,(WC) Walcott Precinct,WC,3,1.24
Scott,(WF) Winfield Township,WF,1,0.4133333333333333
Shelby,Harlan 4,10,10,0.5
Shelby,Cass-Center-Jackson-Lincoln,2,13,0.65
Shelby,Clay-Monroe,3,10,0.5
Shelby,Douglas-Greeley-Jefferson-Polk,4,7,0.35000000000000003
Shelby,Fairview-Shelby,5,10,0.5
Shelby,Grove-Union-Washington-Westphalia,6,15,0.75
Shelby,Harlan 1,7,10,0.5
Shelby,Harlan 2,8,12,0.6000000000000001
Shelby,Harlan 3,9,13,0.65
Sioux,Alton/Nassau/East Orange,AT,7,0.6124999999999999
Sioux,Floyd/Lynn,FL,3,0.2625
Sioux,Grant/Sheridan,GT,3,0.2625
Sioux,HW/BC/LG/WA/EG S,HW,12,1.0499999999999998
Sioux,Lincoln,LN,4,0.35
Sioux,OC 1/Holland West,OC1,10,0.875
Sioux,OC2/Holland E/NS 4-9,OC2,11,0.9625
Sioux,PL/GF/ST/SX/EG N,PL,2,0.175
Sioux,Reading/Center South,RD,2,0.175
Sioux,Rock Valley East,RVE,4,0.35
Sioux,Rock Valley West/Rock,RVW,3,0.2625
Sioux,Sioux Center Central,SCC,7,0.6124999999999999
Sioux,SCN/Capel/Welcome,SCN,4,0.35
Sioux,Sioux Center South,SCS,6,0.5249999999999999
Sioux,Sherman,SM,1,0.0875
Sioux,West Branch/Center North,WB,1,0.0875
Story,Ames 1-1,1,6,2.49
Story,Ames 2-5,10,9,3.735
Story,Ames 3-1,11,9,3.735
Story,Ames 3-2,12,5,2.075
Story,Ames 3-3,13,5,2.075
Story,Ames 3-4,14,8,3.32
Story,Ames 3-5,15,8,3.32
Story,Ames 4-1,16,6,2.49
Story,Ames 4-2,17,4,1.66
Story,Ames 4-3,18,5,2.075
Story,Ames 4-4,19,7,2.905
Story,Ames 1-2,2,8,3.32
Story,Ames 4-5,20,8,3.32
Story,Collins Twp-Collins,21,1,0.415
Story,Franklin Twp-Gilbert,22,7,2.905
Story,Grant Township,23,1,0.415
Story,Howard Twp-Roland,24,3,1.245
Story,Indian Creek Twp-Maxwell,25,6,2.49
Story,Huxley,26,2,0.83
Story,Lafayette Township,27,1,0.415
Story,Lincoln Twp-Zearing,28,1,0.415
Story,Milford Township,29,1,0.415
Story,Ames 1-3 - Grant Twp 2,3,6,2.49
Story,Nevada 1,30,3,1.245
Story,Nevada 2,31,3,1.245
Story,Nevada 3-Grant Twp 3,32,3,1.245
Story,Nevada 4,33,3,1.245
Story,Nevada Township,34,1,0.415
Story,New Albany Twp-Colo,35,2,0.83
Story,Palestine Township,36,1,0.415
Story,Slater-Sheldahl-Pal 2,37,1,0.415
Story,Richland Township,38,1,0.415
Story,Sherman Township,39,3,1.245
Story,Ames 1-4,4,8,3.32
Story,Story City,40,6,2.49
Story,Union Twp-Cambridge,41,2,0.83
Story,Warren Twp-McCallsburg,42,1,0.415
Story,Washington Twp-Kelley,43,2,0.83
Story,Ames 1-5,5,9,3.735
Story,Ames 2-1,6,10,4.15
Story,Ames 2-2,7,7,2.905
Story,Ames 2-3,8,8,3.32
Story,Ames 2-4,9,9,3.735
Tama,COLUMBIA/TAMA,CB/TM,16,2.0705882352941183
Tama,CLARK/GENESEO,CK/GE,9,1.1647058823529413
Tama,CARROLL/ONEIDA/N OTTER CR,CRONNOC,3,0.3882352941176471
Tama,CARLTON,CT,4,0.5176470588235295
Tama,GRANT,GR,1,0.12941176470588234
Tama,HOWARD/TOLEDO,H/TL,5,0.6470588235294118
